source_id,source_pdf,page,thumbnail_path,review_page_path,orientation,review_status,red_pixel_count,red_alignment_bbox_px,red_alignment_bbox_pct,likely_route_marker_cells,ocr_text
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,11,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-011.jpg,,landscape_upright,needs_sheet_assignment,9454,"[7, 101, 1164, 751]","[0.0059, 0.12, 0.9765, 0.8919]",3361,"wai czozvemn 7 i, ; = eyeq ouljoseg a ea f, Ni po o\ yooqdew yuauuBly dia sae BL. 4 at gwae & ‘speoy Kuepuooag 10 Ateuilg — satew ogo aya ung same a a i ee eg MOduBy NouuBay | waowigageeeceoant | AG ss ; iS pane wonarspogeou 6 | satearomrgaroems 2 fe ‘iis lB Sd ‘Mow w s6upea eve vempa wot at ANAT ATED ‘7 ves or 1 ° a os Cy . ata Me 1s \ = Reoe gl foie i} a rl a BiSv) c % i ve ‘ 1 ; ose I fae ee 2 F fe, th"" y a oat eee i] . ay oy"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,12,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-012.jpg,,landscape_upright,needs_sheet_assignment,38120,"[13, 53, 1167, 765]","[0.0109, 0.0629, 0.979, 0.9086]",5029,"{Son 87 Pia, am 9 5 ES, fp PT | sake pe dee igre eto i fs \ 4 Mei dada ara Te ts Heat a td ay fi aaa pe FS gs \ # ; we ‘eres aa eS are 5 ed fe Ras RN es “ i 7 se - ae ae es | We eeu me “7 Gi, en y~ ‘aay sisi 0) ae ee a ! : SSE aS oe j j Pas L ‘ easy yas 2 ae a f ee - piles ge oe . Sa ; a cole A nts . SS 2 a ‘ Z 0, EP Fe) aa {hetl mag Proce um UOAR and W794 “Potent Buldgsin ROW new Butwa Property Boundary Kiphry Gi | eee a fmm eed ‘ea A) Maer, al =Faunal Tr ‘a anne @ diedveraty Sghings i E ~ a Cr"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,13,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-013.jpg,,landscape_upright,needs_sheet_assignment,16763,"[8, 70, 1165, 789]","[0.0067, 0.0831, 0.9773, 0.9371]",3716,"wa czar en a / accep (aN eq ouyeseg Ba 5 b — weaeyy di “) yooqdey uowuByy dia EO) ae FEN PR yodelte My, possatel eera en 8 es 4 1 cone 4) ASTI fenna mow 090g pu, @ erry )F) va souepunogpem= sounds hysienpora @ | oamicacsramcecny [ag PL “vepunoa fvedoigenng no]. sour oesuen jeunes — ctonrmnmaeee (aes oe z Sid seary opie =] sod 1s @ | currant AN er ees yf, speoy hrepuooes 10 Aeud — MO’ UIsBupHNE FeNUEIO &. ae ¥ TKS 2 yY Re Ste? | 5 : : AZ went = aie ang US so ws . 6 1 ms 1 BIE OE AIOE AE ‘ o: of. "
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,14,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-014.jpg,,landscape_upright,needs_sheet_assignment,7613,"[13, 53, 1168, 739]","[0.0109, 0.0629, 0.9799, 0.8777]",1257,"a - B “ Mn x A f ie ph _— I pees . ja ft! Seg CaO Ne R TET, Ap > xa ye Sa ey pete y , = ey ie ee ii Yee Pinterie | agen NOTE: ut TB PoenalBuldngsinROW ac a] enapieccinsionnemen © New Bal Ne ana f z get 2 | ete Of ETP Alignment wet ty {inane be ogy pet | GE ya Agent 4m ROW! (ENE SSckeaae of Totytown Areas Lg foo pa l Ward Bounderies 6 = wate ae) ETP Alignment Mapbook ts a a Baseline Data Sf Se Mach 220 ERM"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,15,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-015.jpg,,landscape_upright,needs_sheet_assignment,4064,"[79, 89, 1155, 724]","[0.0663, 0.1057, 0.969, 0.8599]",1245,"souepunog pM, wd ozoz YEW oa wy / eee (MO way wowsuBny (—p a eq eujoseg eS vu 7a PP aren wowuBey 13 yooqdew juowuByy 413 Say } aoe oh S oe 4c, %q REWER MAN OLTeMING MON @ mmawenunms — PU x ; 1 Ses Cea sSunubs Aisienpog @ cugowuemoanaremcant [ll ie SS ail Sold B01 @ seve amnmanis Lea 1 ~Apedehe ‘mou U sBuping quae vom wane tr ee ; . pay ~ a, S bit 5 a y : % \ I J | a "" beac"" A ee eB 1 yi ih PRG gs a 7 Fi Ne . / COMO IVER x \ i ei feo “ % (10 pA) ‘s SA E t ~ j 4 Bala ee |"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,16,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-016.jpg,,landscape_upright,needs_sheet_assignment,15824,"[14, 88, 1170, 737]","[0.0117, 0.1045, 0.9815, 0.8753]",2216,"mm Po he : t . Litt ; ie / A ol i Mle “| ee Yi ¢ \ ra. Fd j (emai 1 * j i (ON, i a) ee } © ‘New Butwa t New Damaut ahh fae an Sac — ETP Alignment athe. fg Ny ( } z ‘change tom LOAR oor magery Je ) Alignment 46m ROW eet fi x ef ¢ mae al sucincion VAF Ny cae =) ETP AdgrmatMpook Nei] a 47 Na ee March 2020 ERM"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,17,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-017.jpg,,landscape_upright,needs_sheet_assignment,4128,"[7, 102, 1164, 634]","[0.0059, 0.1211, 0.9765, 0.753]",902,"waa oz0z WoW in Lb GX eq oujoseg, as ae qth any, souepunog prey, ) yoogdeyy yuowuByy dia nea 2a (7 Tk 3 ©, undue, Mow Wop wowubsy (—} ceva mst ie mea Herts ""s reueg may oh MNG MON @ epee eh \ /] ee says waning WW cobomamenimammman? |) 8 mE a _ sSunybis Kisionpog @ ron warn ev ary | Uy) SOld BIOL @ 08 ¥ abr ace See Dene: / we oes 1 , . 1 # F me { E | E meee Be,"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,18,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-018.jpg,,landscape_upright,needs_sheet_assignment,7318,"[14, 61, 1169, 746]","[0.0117, 0.0724, 0.9807, 0.886]",1045,"” va i ! . z- ent <! Ms t s i) & ed By ‘G9 ® 7 e u eye Sat ei i se 1 j oon i = Fora Ptot ‘ psig, [a | @ Binney Scr ee — (| USteticmapyreet A. Cutural Stes ‘ Ss Neos! m UGA cn eb [ (© New Butwal io New Damaub Wa ‘Net ‘ ae ok] | SMR UDARC Cte — ETP Aignment > - f intent em ROW q on “| fame oen KS Ward Boundaries on wa March 2020 ERM."
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,19,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-019.jpg,,landscape_upright,needs_sheet_assignment,5595,"[8, 102, 1156, 704]","[0.0067, 0.1211, 0.9698, 0.8361]",1318,"Wea ozo2 wore . oS ik pis 5 seuepunog pimia | jeg ouyjeseg ve want FF _— Pe, cosoavamenapanmmant | of Fi atydat vie ‘sour yoosuei, jeunes —f sourena angel 2 = ede ‘ 1 BiZe (88 ee Vae' ” gp: 1 * E"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,20,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-020.jpg,,landscape_upright,needs_sheet_assignment,7623,"[14, 53, 1169, 736]","[0.0117, 0.0629, 0.9807, 0.8741]",1505,"PE aa ' Fi Rae Be y, “ ! Pes WASTES : } 7 lis age ae nS & : | i 2-2 ——— wont a baer el ald? 1B Potential Buldings in ROW SS fe. rm A ] ie Sepoht ee © New Butwal to New Damauk ane Vi ""No Oar nLOA oa od can ele 7 — ETP Algnment a ( a : ~ Sy] Sereno, Of {Alignment 46m ROW . \ = y Re ETP Alignment Mapbook Ward Boundaries Dad } = a Baseline Data ka) G on wen 20a) ERM"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,21,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-021.jpg,,landscape_upright,needs_sheet_assignment,4548,"[9, 100, 1166, 638]","[0.0076, 0.1188, 0.9782, 0.7577]",568,"waa czaz omy Tae gS eyeg ouyoseg a lab ‘eu 940 yon Woy sre Ko, me : Porn gt coboaraecnnpapegaie ey ey + 2S ee _ienesetcay naga | te ef Pho cA RF wowubny 43 —{ ‘we por wv na pcp teu py hat as ca gneweg man 0} eMing MeN) @ SSI0N x probe, Sana g, ne Fog re % t i y , F ; iz Lt aa ag SEE oe i"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,22,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-022.jpg,,landscape_upright,needs_sheet_assignment,6288,"[12, 55, 1167, 738]","[0.0101, 0.0653, 0.979, 0.8765]",944,"BZ a % \ q , \ \ ay Vian ! ath “Weg Ee ss a Ni oe e gt : 1 = GU nen ee % 3 x ‘<i, | Ni p fen \ Fad a ri sete ae i a Pe 4 } 1tee apy: Poca ton LOA and Wi © Fora Pots bdr | ese ‘A Cultural Sites (ek «Ont DAR econ ca © New Butwal fo New Damaul ¥ 4 pele narnia ETP Asgnent SS - : = (Oaignment 46m ROW W eo ETP AlgnmentHapbook wy ] Cteydown areas net ei jaseline Ward Bounderies on ach 2020, ERM,"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,23,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-023.jpg,,landscape_upright,needs_sheet_assignment,6828,"[8, 100, 1165, 789]","[0.0067, 0.1188, 0.9773, 0.9371]",2239,"sorepug pe wid ozoz yun ( ity L ren. yooqdew ywowuByy dia > nese aoa \d} ae ywowuByy 13 — py Ve Ss y, St ‘sour posued, jeunes —f ——, a whieh. sid 80 @ ez sequen be a - (ea ‘ Roa AS A Wee J | Q ao De o/ Nok: 1 3 a cents /. LR ae he FI / 4 ‘ f te q-% AY | ae | yy 4 ie ¥ § Bs . Z se Pe i j i Z rei 7 0 F lf : am he i ""y 4 i Pines"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,24,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-024.jpg,,landscape_upright,needs_sheet_assignment,12916,"[13, 52, 1170, 738]","[0.0109, 0.0618, 0.9815, 0.8765]",1246,"yA ge’, ae M38 all - bs * Rae) OY Be ‘ae : *,. a ‘ Prank ae BE ss. >, Wes <4 Sey ee t , i mn ‘i ol lee: ye ‘ ¥ a fe? ‘ ~« q eS epee a Meier = a —FaunalTransect Line, Ve f phe | SRE cee: (© New Butwal t New Darul ria (ee f oa ETP Agent fund EP S| eeaeese |Aignment 46m ROW eS Le — ETP Alignment Mapbook UD March 2020 ERM, || ]"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,25,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-025.jpg,,landscape_upright,needs_sheet_assignment,5408,"[7, 101, 1162, 642]","[0.0059, 0.12, 0.9748, 0.7625]",735,"oN oaniea ee omy im . sovepunog prem (AN eg euyjeseg ae {via 4b nn Prepares yooqdey juowuByy di3- eo = (3( coe YEA a et, onan ste wosetee PES at fe: at \ y PPE 2c He wmewea MON o}eMNG MON @ | “Ems, i ay oS FBS"" sour yoosvey jeunes — momar ij SS eg S014 B13 @ | cosoavuscmnmmpernnt |g ay Arle RF ‘Weiuweecoan o dete ae? VAG of BB ss! awa me ae mae we hose | i an St A Roe 2G pana ee | i > re \ . ‘ : i ar % ‘ al kal ‘ A =< a de oie oo CS « ; fh : 4 ‘ ]"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,26,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-026.jpg,,landscape_upright,needs_sheet_assignment,7692,"[13, 56, 1170, 736]","[0.0109, 0.0665, 0.9815, 0.8741]",738,1 1 1 é i] | & e = a 1 : 1 f V ' 1) 1 tas Fa | @ New Butwal to New Damauli Rd FFP Alignment KepeSor- 3 =| nesosen ni ewtin a 103 ! (Antgnment 46m ROW < “fea DAR can ocr a Ward Boundaries : ~ Dy] Seitentottecte my j Ww os gs Baseline Data Wl on = Lee! ERM)
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,27,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-027.jpg,,landscape_upright,needs_sheet_assignment,18015,"[7, 102, 1156, 793]","[0.0059, 0.1211, 0.9698, 0.9418]",1354,"wa oman = Dy yo Bnd, seyzpunog coor os FORY Py, wrEle Y wgy juowubyy [—} ¢ dey wows a (5 iy Pre te NOU yoogdeyy juowuByy dia = : ( 3} RAD ppadenami gta: tam mearenemsine — FRIBI —f FEF Feuna non oremrg nen © cosamavmtmeanemint |. t Sod BOs @ | ae: le Wife paseigreerees le aaron ee Ry 1 (aa, woampewron pate 2 un ob é Os a \ 1 j 1 J «& ‘ 5 / ‘ Sete Ve t"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,28,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-028.jpg,,landscape_upright,needs_sheet_assignment,12415,"[25, 66, 1169, 746]","[0.021, 0.0784, 0.9807, 0.886]",1083,"Zi ey f oa 1 : q ts A 4 oy ' » Te Ss ’ aS hess Lr” ff a Stf S NW a ig’ , 2 < te Lh yy 4, Fey s er ena p. a Mare a. 2 \ tea a st ZS —_ e iy yy * cif tS 4 i X 4 ey Zilla ‘ \ sy . DN Ll = = : Hissin Potential Buildings in ROW fk rbd py fies Se] SBR Roencie Oj © Flora Plots ot GP, fF | pete ennai —Faunal Transect Lines ay (7. g ‘siete ‘A. Cultural Sites r pel a ~~ 7 ‘arg fom LOA cberimapey (© New Butwal to New Damaut iY SS (sons ETP Alignment Mapbook ly 1] ETP Aignent G ie Sees Baseline Data \Alignm"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,29,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-029.jpg,,landscape_upright,needs_sheet_assignment,4566,"[8, 103, 1166, 774]","[0.0067, 0.1223, 0.9782, 0.9192]",1141,"wa czor'pen ™ i o\ eye ouljoseg as ‘Yau. 3 te gontlt p [ yooqdew yuowuByy 13 sense : 7 Woy dein, a, ‘suepunog puem pen Sere, é (oo AGT oye gi gt ‘10h — ogee - g PE mouuar wou | pena oo ek ah Y mis ey aus a3 — corsoavamucnepiepciaaet | te be Wise yneweg man oj emg MON @ sea pon 3 rae 2 , ¥ omen ay yop saSreWO y : de ae, . | : IE he EZ a y ._ dita . re W 3 au Dy “2 ile a ( t ~~ a ‘i be x > ee Ft a Ws 74 hea a a ic Pita ‘oe ¥"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,30,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-030.jpg,,landscape_upright,needs_sheet_assignment,12232,"[13, 80, 1169, 736]","[0.0109, 0.095, 0.9807, 0.8741]",1563,"a ne eee a | \ 1} © Cah , Coes j A: : Latte Pe ; Jae j — = PEE se rant © New Butwal to New Damau Crh Nn) <5] 2 sean £2 vos agen? agement ton ROW > ee | NEES , * ETP. it Mapbook ; on i Vdarex 2000 ERM, |,"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,31,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-031.jpg,,landscape_upright,needs_sheet_assignment,6108,"[8, 102, 1162, 674]","[0.0067, 0.1211, 0.9748, 0.8005]",1570,"ya mann 7 Be & Bye ouyjoseg aes, vow Beeb 2th 2a, yoogdew wowuby 413 sant AK ee oe aang Sy svepunog eM bimampareniaine — PCD mre 4 ( }3) = PORES Me mou wrwouutay | es ine 64 MY Lf y Bere wowuBay 13 — emcees | 2 opis Mow sEupIng PALE ‘Wom pe ch os peenpony oe OY ‘ 2 Ak al 9 a on a a = Tas ————_-_-] ae AR i ey ‘| es N eS i ee ¥ ft Pod de 1"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,32,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-032.jpg,,landscape_upright,needs_sheet_assignment,5322,"[13, 57, 1169, 736]","[0.0109, 0.0677, 0.9807, 0.8741]",1181,"a Va, oo ER, AG) RR eR hier Cae he Pee eee aa eo eee ee! a See eee Pe ae es et ee eR nS sae | ee Pee oy ‘ “ rs {5 ex Ee ee 3 bg Gi ER? aE oe ee Be Fi , i Mae . A \ 2 > ‘a, ¥ : yh i) x mn § OREN . 9 ie. et ; Falun y) = e ay) Tieclnapy Paterstntoarmsnes | a teameabseais Know re 3 fag 3 es erm 3 J © New Butwal to New Dama ex » Uinta age et | ra dime : Rae Gaystontontecrwmgey ff Alignment 46m ROW RW yr ‘i oy ‘an } War Bourdtes nee ) iy st ETP Alignment Mapbook WI 1 gy ‘ino a Baseline Data u Sy = Mar"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,33,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-033.jpg,,landscape_upright,needs_sheet_assignment,7078,"[7, 102, 1155, 685]","[0.0059, 0.1211, 0.969, 0.8135]",1246,"waa euken — en 6 eq euljeseg ie se wih grat du yoogdew wowubny dia ""suena Zi \~ Pr gra ee ' covsomvasnnspnperesant | i Sic? — MouuBrHewéay Cecicarnes [eset Le Ta owubry 413 —{ vow rsp tea | Hyd erg. reueg naiapang nen © ‘SION af Leek ee 3 25. Se SS a : hae . \ li aks | ah i ; ¢. 3 | 5. ; 7 a , \ i A <: VA a ee areata A er is See i i : ¥ “ ¢ I 4"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,34,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-034.jpg,,landscape_upright,needs_sheet_assignment,11061,"[13, 54, 1169, 736]","[0.0109, 0.0641, 0.9807, 0.8741]",1752,"Fis” a bt nae” 0 3 a ni ee ay 3 RS ge Fea ANS Shs es iE 2 Se y ist me * Sioa ee 5 ae 2 “i 1 @ As ~ I Cae , Ope Sita q's tate 5 Las ™ ef | © New ButwaltoNewDamauh Seefeh— n ores — ETP Aignnen tee. £ pas é “Semis Ward Boundaries BS: SS du’ ay eet Lidell Mapboo! Ne ] RD oa: March 2020 ERM, ||"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,35,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-035.jpg,,landscape_upright,needs_sheet_assignment,10641,"[10, 102, 1155, 778]","[0.0084, 0.1211, 0.969, 0.924]",1314,"= syepunoa pe wa ze wen ” , m4 eyeq ouljoseg Wee oe —Aib got ues, 6 yoogdew wouubity d13 eit eK > i poe delay My, ee en foemameavenveseo PUR a ‘ | { PES EGS gee noo RTE HEN © coca uTaea ey, e3 'S sour yesuey, jeunej — coscoraccesssneneet [Ii yee asi s0id e014 @ i, i ped x nowustonre eons “WE Pte YON Way paanpoLg habe EUR | ‘ punter: yale ea * ie fo ‘ Aye ag ‘ « ‘ 8 ASG % & | i \ aa t hed a MY: SS, 504 1 ¥ 4p A ae = ia by ee"
mca_annex_d1_alignment_maps,mca_annex_d1_alignment_maps.pdf,36,data/processed/corridor_tracing/mca_annex_d1/thumbnails/page-036.jpg,,landscape_upright,needs_sheet_assignment,19893,"[14, 52, 1170, 737]","[0.0117, 0.0618, 0.9815, 0.8753]",1781,"i Me eg ee ae me SR RS OD a Ss Dis gene or = re pe stay Bes aes i qd : a ‘x Ai Ae ee Ae : : . ens | ba? >, A SOY yee gue ; be i , ea Se on € e pf ate a Poy ; “al £ zt Py lhe a. ea % & 5 s 4 “D New ual New Dana / rE | wala ‘. =, ewe sepa Reifel : @ seo i} (AAlignment 46m ROW ss ages on ns 03 | — primary or Secondary Roads { 8) pct | Ri SER ah “ moe wn uy on SSS je sts i ETP Alignment Mapbook 4 a Sy Baseline Data gl ] —_ : March 2020 ERM, |}"
